Comment

Detector model,Serial number,Logging start date/time,Logging interval (value),Logging interval (unit),Number of log data
XP-3340II,20100004,2025/07/25 11:20:04,1,1 sec.,9311

full scale,Concentration unit,Gas name,AL1 set value,AL2 set value
100,Vol%,Hydrogen,0.0,100.0

time,Temperature,Humidity,Sensor1 AL1,Sensor1 AL2,Sensor1 Error,Sensor1 Reference concentration,Sensor1 Overrange,Sensor1 Gas concentration
2025/07/25 11:20:29.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:30.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:31.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:32.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:33.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:34.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:35.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:36.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:37.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:38.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:39.000,22,60,0,0,0,0,0,0
2025/07/25 11:20:40.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:41.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:42.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:43.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:44.000,22,60,0,0,0,0,0,0
2025/07/25 11:20:45.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:46.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:47.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:48.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:49.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:50.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:51.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:52.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:53.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:54.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:55.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:56.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:57.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:58.000,21,60,0,0,0,0,0,0
2025/07/25 11:20:59.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:00.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:01.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:02.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:03.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:04.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:05.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:06.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:07.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:08.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:09.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:10.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:11.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:12.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:13.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:14.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:15.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:16.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:17.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:18.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:19.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:20.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:21.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:22.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:23.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:24.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:25.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:26.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:27.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:28.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:29.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:30.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:31.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:32.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:33.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:34.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:35.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:36.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:37.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:38.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:39.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:40.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:41.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:42.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:43.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:44.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:45.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:46.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:47.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:48.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:49.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:50.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:51.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:52.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:53.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:54.000,22,60,0,0,0,0,0,0
2025/07/25 11:21:55.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:56.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:57.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:58.000,21,60,0,0,0,0,0,0
2025/07/25 11:21:59.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:00.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:01.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:02.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:03.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:04.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:05.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:06.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:07.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:08.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:09.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:10.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:11.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:12.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:13.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:14.000,21,60,0,0,0,0,0,0
2025/07/25 11:22:15.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:16.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:17.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:18.000,22,60,0,0,0,0,0,0
2025/07/25 11:22:19.000,21,59,0,0,0,0,0,0
2025/07/25 11:22:20.000,21,59,0,0,0,0,0,0
2025/07/25 11:22:21.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:22.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:23.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:24.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:25.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:26.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:27.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:28.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:29.000,21,59,0,0,0,0,0,0
2025/07/25 11:22:30.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:31.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:32.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:33.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:34.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:35.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:36.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:37.000,21,59,0,0,0,0,0,0
2025/07/25 11:22:38.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:39.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:40.000,21,59,0,0,0,0,0,0
2025/07/25 11:22:41.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:42.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:43.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:44.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:45.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:46.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:47.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:48.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:49.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:50.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:51.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:52.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:53.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:54.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:55.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:56.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:57.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:58.000,22,59,0,0,0,0,0,0
2025/07/25 11:22:59.000,22,59,0,0,0,0,0,0
2025/07/25 11:23:00.000,21,59,0,0,0,0,0,0
2025/07/25 11:23:01.000,22,59,0,0,0,0,0,0
2025/07/25 11:23:02.000,22,59,0,0,0,0,0,0
2025/07/25 11:23:03.000,22,59,0,0,0,0,0,0
2025/07/25 11:23:04.000,22,59,0,0,0,0,0,0
2025/07/25 11:23:05.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:06.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:07.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:08.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:09.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:10.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:11.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:12.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:13.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:14.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:15.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:16.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:17.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:18.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:19.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:20.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:21.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:22.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:23.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:24.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:25.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:26.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:27.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:28.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:29.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:30.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:31.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:32.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:33.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:34.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:35.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:36.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:37.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:38.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:39.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:40.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:41.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:42.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:43.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:44.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:45.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:46.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:47.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:48.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:49.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:50.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:51.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:52.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:53.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:54.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:55.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:56.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:57.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:58.000,22,59,0,0,1,0,0,0
2025/07/25 11:23:59.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:00.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:01.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:02.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:03.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:04.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:05.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:06.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:07.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:08.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:09.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:10.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:11.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:12.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:13.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:14.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:15.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:16.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:17.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:18.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:19.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:20.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:21.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:22.000,22,59,0,0,1,0,0,0
2025/07/25 11:24:23.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:24.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:25.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:26.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:27.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:28.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:29.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:30.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:31.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:32.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:33.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:34.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:35.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:36.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:37.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:38.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:39.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:40.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:41.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:42.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:43.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:44.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:45.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:46.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:47.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:48.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:49.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:50.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:51.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:52.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:53.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:54.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:55.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:56.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:57.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:58.000,22,58,0,0,1,0,0,0
2025/07/25 11:24:59.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:00.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:01.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:02.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:03.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:04.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:05.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:06.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:07.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:08.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:09.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:10.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:11.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:12.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:13.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:14.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:15.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:16.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:17.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:18.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:19.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:20.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:21.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:22.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:23.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:24.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:25.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:26.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:27.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:28.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:29.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:30.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:31.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:32.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:33.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:34.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:35.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:36.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:37.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:38.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:39.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:40.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:41.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:42.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:43.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:44.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:45.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:46.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:47.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:48.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:49.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:50.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:51.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:52.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:53.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:54.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:55.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:56.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:57.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:58.000,22,58,0,0,1,0,0,0
2025/07/25 11:25:59.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:00.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:01.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:02.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:03.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:04.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:05.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:06.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:07.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:08.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:09.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:10.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:11.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:12.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:13.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:14.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:15.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:16.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:17.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:18.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:19.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:20.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:21.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:22.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:23.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:24.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:25.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:26.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:27.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:28.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:29.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:30.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:31.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:32.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:33.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:34.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:35.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:36.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:37.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:38.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:39.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:40.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:41.000,22,57,0,0,1,0,0,0
2025/07/25 11:26:42.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:43.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:44.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:45.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:46.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:47.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:48.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:49.000,22,57,0,0,1,0,0,0
2025/07/25 11:26:50.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:51.000,22,57,0,0,1,0,0,0
2025/07/25 11:26:52.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:53.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:54.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:55.000,22,57,0,0,1,0,0,0
2025/07/25 11:26:56.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:57.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:58.000,22,58,0,0,1,0,0,0
2025/07/25 11:26:59.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:00.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:01.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:02.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:03.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:04.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:05.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:06.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:07.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:08.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:09.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:10.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:11.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:12.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:13.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:14.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:15.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:16.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:17.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:18.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:19.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:20.000,22,58,0,0,1,0,0,0
2025/07/25 11:27:21.000,22,58,0,0,1,0,0,0
